gcnalign_random	30	20	40	20	[14.606 27.325 33.194 45.989 51.772]	1212.473	0.209140
gcnalign_random	20	20	30	10	[18.753 33.331 40.307 54.834 60.535]	988.865	0.258759
gcnalign_random	40	0	40	0	[26.903 46.127 53.528 66.363 71.063]	591.304	0.357873
gcnalign_random	30	40	30	0	[18.497 34.365 42.08  57.767 63.997]	872.515	0.262473
gcnalign_random	30	0	10	40	[19.467 36.133 42.99  57.676 63.533]	666.676	0.273985
gcnalign_random	40	10	40	0	[24.647 43.06  50.761 65.085 70.063]	650.639	0.333762
gcnalign_random	30	30	0	0	[47.59  68.895 76.152 86.438 89.114]	207.303	0.571391
gcnalign_random	20	50	10	40	[ 6.817 15.692 19.858 32.408 38.317]	1745.112	0.113537
gcnalign_random	30	0	40	30	[15.939 27.82  33.346 45.474 50.81 ]	1143.187	0.218945
gcnalign_random	40	30	20	20	[23.958 41.16  48.505 63.552 69.085]	589.728	0.321159
gcnalign_random	40	10	40	30	[17.193 30.14  35.852 48.222 53.567]	980.716	0.235585
gcnalign_random	10	50	10	0	[12.911 26.822 33.57  50.296 57.452]	1126.753	0.198862
gcnalign_random	30	30	20	30	[15.83  30.089 36.756 50.633 56.691]	946.137	0.227953
gcnalign_random	40	0	10	10	[47.367 68.267 75.267 86.4   89.511]	156.625	0.569602
gcnalign_random	20	30	30	0	[18.027 32.844 40.095 54.98  60.663]	988.993	0.252730
gcnalign_random	30	40	40	30	[ 8.718 18.035 22.218 33.365 38.786]	1658.627	0.133195
gcnalign_random	40	10	20	0	[42.26  63.085 70.997 82.509 85.61 ]	259.374	0.517102
gcnalign_random	40	0	30	20	[28.714 45.65  53.173 66.863 71.408]	529.364	0.367379
gcnalign_random	10	30	40	0	[ 5.817 13.597 17.753 29.283 34.625]	2278.221	0.098652
gcnalign_random	20	20	30	20	[14.919 27.655 33.872 47.3   53.401]	1198.801	0.212175
gcnalign_random	30	40	10	30	[16.278 31.755 38.88  54.367 60.615]	851.358	0.238345
gcnalign_random	50	50	10	0	[37.04  57.44  65.133 78.413 82.347]	264.830	0.465516
gcnalign_random	30	30	40	40	[ 9.145 17.481 21.854 31.704 36.391]	1693.935	0.134441
gcnalign_random	50	40	20	10	[29.137 48.14  55.954 69.489 74.277]	423.444	0.380101
gcnalign_random	40	40	40	0	[15.513 30.27  37.56  52.072 58.073]	941.813	0.227996
gcnalign_random	30	50	20	40	[ 7.886 17.21  22.124 34.133 40.19 ]	1527.883	0.126244
gcnalign_random	40	10	0	10	[51.011 71.933 79.233 89.089 91.822]	113.449	0.604922
gcnalign_random	40	30	10	0	[42.744 63.322 71.267 82.889 86.544]	246.843	0.522929
gcnalign_random	50	20	30	10	[29.471 48.46  55.634 69.116 74.317]	422.620	0.382987
gcnalign_random	40	20	30	20	[22.658 38.471 45.516 59.473 65.141]	697.616	0.302793
gcnalign_random	30	50	0	30	[15.04  28.984 36.356 52.338 58.596]	898.781	0.220980
gcnalign_random	30	50	10	10	[21.297 38.137 45.404 61.911 68.064]	657.666	0.294870
gcnalign_random	10	20	10	10	[21.055 37.331 45.17  61.498 67.158]	735.981	0.290075
gcnalign_random	50	0	30	20	[31.471 49.46  56.608 69.156 74.237]	389.133	0.398448
gcnalign_random	10	50	40	0	[ 3.586  8.943 12.137 21.103 26.03 ]	2746.702	0.065145
gcnalign_random	30	20	40	10	[15.739 30.393 36.633 51.343 56.717]	1077.074	0.228148
gcnalign_random	50	40	10	20	[28.951 46.926 55.087 70.143 75.73 ]	378.947	0.376148
gcnalign_random	20	20	20	40	[10.876 22.31  27.702 40.278 45.729]	1401.200	0.164649
gcnalign_random	10	0	0	10	[34.842 54.549 63.187 77.797 81.857]	284.135	0.441904
gcnalign_random	40	20	30	0	[31.27  49.906 58.195 71.697 76.108]	485.376	0.400343
gcnalign_random	30	20	0	20	[34.098 54.872 62.749 76.579 80.789]	327.929	0.436353
gcnalign_random	40	50	40	30	[ 8.858 17.737 22.516 33.841 39.342]	1449.457	0.134488
gcnalign_random	50	10	40	40	[18.181 29.959 35.027 46.845 52.528]	857.015	0.239218
gcnalign_random	30	0	40	0	[22.159 39.859 46.909 60.779 65.619]	795.541	0.304153
gcnalign_random	40	20	0	20	[38.478 59.167 67.122 80.022 83.944]	266.135	0.481103
gcnalign_random	20	0	0	20	[35.02  55.43  63.722 77.981 82.374]	298.859	0.446087
gcnalign_random	20	20	40	30	[ 9.278 18.306 22.949 33.636 38.621]	1788.131	0.138458
gcnalign_random	50	10	0	40	[25.67  44.819 52.314 67.102 72.996]	377.731	0.347095
gcnalign_random	50	0	40	40	[20.261 32.653 38.149 49.993 55.569]	783.874	0.263536
